original_text,cleaned_text,Topic
"Thank you, Michelle. You are truly a good and loving mother! Your two daughters, 4 and 6 years old are very bless to have you as their mother. I am with you all the way. In the USA the children five to 11 years old are now given the COVID-19 vaccines. Wait and see what the results are from the reports from America about the good and/or bad about the vaccines. It is WRONG for the government to make you sign an indemnity for any harm or even death to your children as a result of getting injected with these vaccines. Therefore, NO deal! Fight back. DEMAND that the government stop their evil misconduct in forcing you and other mothers in your situation to have their children compulsorily vaccinated. Vaccination is voluntary! It must be. The vaccines are NOT proven to be Safe and Effective. Yes, the side effects are unknown! For the readers with a similar concern to Michelle, Fight back! NO compulsion to vaccinate. Wait a little longer for more information from the USA or other countries where children aged 5 to 11 are vaccinated. The buck stops at PM LHL. Why is he missing in action??? He is truly dishonourable! LHL, say something about the concerns raised by Michelle. If NOT, why NOT? You will be held accountable. Already, I have made it abundantly and perfectly clear that I want to see you end up in the Changi Jail. This additional crime against the children will drive me even more to punish you. Damn! What a chiak leow bee and waste of time and space you are.",thank michelle truly good loving mother two daughters years old bless mother way usa children five years old given covid vaccines wait see results reports america good bad vaccines wrong government make sign indemnity harm even death children result getting injected vaccines therefore deal fight back demand government stop evil misconduct forcing mothers situation children compulsorily vaccinated vaccination voluntary must vaccines proven safe effective yes side effects unknown readers similar concern michelle fight back compulsion vaccinate wait little longer information usa countries children aged vaccinated buck stops prime minister current prime minister missing action truly dishonourable current prime minister say something concerns raised michelle held accountable already made abundantly perfectly clear want see end changi jail additional crime children drive even punish damn chiak leow bee waste time space,1
Why do you want to know?,want know,1
I was shocked to see this… wonder if Sg is one of those countries 😳😳😵😵  https:// youtu.be/ nYIJxoh7gqw,shocked see wonder singapore one countries flushed face flushed face face face https skeptical annoyed undecided uneasy hesitant nyijxoh,0
https:// off-guardian.org /2021/09/22/ 30-facts-you-nee d-to-know-your- covid-cribsheet /,https skeptical annoyed undecided uneasy hesitant,0
Of course the 11 people are fully vaccinated or else they would be grouped under non or partially vaccinated,course people fully vaccinated else would grouped non partially vaccinated,1
They ask you to cross the road blind folded. How evil can they be?,ask cross road blind folded evil,1
https:// www.rt.com/news/ 538956-covid-vac cination-delta- spread-study/,https skeptical annoyed undecided uneasy hesitant,0
Political and scientific fools are only trained to lick boots of pharmaceuticals for drugs and Vaccines trades and collect money for their drama by imposing taxes. No idea about health.,political scientific fools trained lick boots pharmaceuticals drugs vaccines trades collect money drama imposing taxes idea health,1
https:// tv.gab.com/ channel/ triplecrown777/ embed/ dr-lenny-da-cost a-of-goa-61256c ed73f177cc4ef5f c2f,https skeptical annoyed undecided uneasy hesitant channel triplecrown embed,0
https:// youtu.be/ WXbpclUk670,https skeptical annoyed undecided uneasy hesitant wxbpcluk,0
https:// youtu.be/ u7zUmVr3WU8,https skeptical annoyed undecided uneasy hesitant,0
Ryan Christian,ryan christian,1
https:// www.redvoicemedi a.com/2021/08/ does-this-fda-ap proved-drug-kil l-covid-in-less -than-48-hours- for-only-0-12-v ideo/,https skeptical annoyed undecided uneasy hesitant hours v ideo,0
Ivermectin is developed by Japanese doctor in the early years who is a Nobel prize winner,antiparastic drug developed japanese doctor early years nobel prize winner,1
The Gateway Pundit.com has gd news about Ivermectin  India 33 districts declared covid free in Sep,gateway gd news antiparastic drug india districts declared covid free sep,1
Pl see pm on ivm etc,pl see prime minister ivm etc,1
BREAKING: Fully Vaccinated Colin Powell Dies of Complications From Covid https:// www.toddstarnes. com/politics/ breaking-fully-v accinated-colin -powell-dies-of -complications- from-covid/,breaking fully vaccinated colin powell dies complications covid https skeptical annoyed undecided uneasy hesitant com politics complications,1
LOL so this is what crazy anti-vaxxers sound like here hahahahaha!,lol crazy sound like hahahahaha,0
your “evidence” has been fact checked and flagged leh. now how?? 🤣🤣,evidence fact checked flagged leh rolling floor laughing rolling floor laughing,1
https:// twitter.com/ bennyjohnson/ status/ 1452688321818374 155?t=jJbGJKJt2 NCDUq-6GtEwhA&s =19,https skeptical annoyed undecided uneasy hesitant bennyjohnson status jjbgjkjt ncduq,0
United 🇸🇬 Not Divided,united divided,1
https:// www.usnews.com/ news/business/ articles/ 2021-08-14/ prominent-fact-c hecker-snopes-a pologizes-for-p lagiarism,https skeptical annoyed undecided uneasy hesitant news business articles lagiarism,0
"Japan did not advocate for the use of dewormer against COVID. Incorrect/ false, take your pick.",japan advocate use dewormer covid incorrect false take pick,1
"https:// pubmed.ncbi.nlm. nih.gov/ 33858208/  Patient's Findings : Two female health care workers received a SARS-CoV-2 vaccine, and three days later developed clinical manifestations of thyroid hyperactivity, with increased thyroid hormone levels on thyroid function tests, suppressed thyroid-stimula ting hormone, and elevated antithyroid antibodies.  Summary: Vaccines have been shown to trigger an immune response that leads to a broad spectrum of autoimmune diseases, including autoimmune thyroid disease. Our patients met the diagnostic criteria for ASIA; they were exposed to an adjuvant (vaccine), and they developed clinical manifestations of thyroid hyperfunction within a few days, with the appearance of antithyroid antibodies, despite being healthy before vaccination.  Conclusion: Graves' disease can occur after SARS-CoV-2 vaccination",https skeptical annoyed undecided uneasy hesitant findings two female health care workers received vaccine three days later developed clinical manifestations thyroid hyperactivity increased thyroid hormone levels thyroid function tests suppressed ting hormone elevated antithyroid antibodies summary vaccines shown trigger immune response leads broad spectrum autoimmune diseases including autoimmune thyroid disease patients met diagnostic criteria asia exposed adjuvant vaccine developed clinical manifestations thyroid hyperfunction within days appearance antithyroid antibodies despite healthy vaccination conclusion graves disease occur vaccination,1
